geography,date,claims
SNOHOMISH, 11/06/21,560
SPOKANE, 11/06/21,339
STEVENS, 11/06/21,65
THURSTON, 11/06/21,220
WAHKIAKUM, 11/06/21,8
WALLA WALLA, 11/06/21,41
WHATCOM, 11/06/21,167
WHITMAN, 11/06/21,13
YAKIMA, 11/06/21,451
ADAMS, 11/13/21,28
ASOTIN, 11/13/21,6
BENTON, 11/13/21,183
CHELAN, 11/13/21,75
CLALLAM, 11/13/21,44
CLARK, 11/13/21,208
COLUMBIA, 11/13/21,1
COWLITZ, 11/13/21,74
DOUGLAS, 11/13/21,39
FERRY, 11/13/21,6
FRANKLIN, 11/13/21,113
GARFIELD, 11/13/21,0
GRANT, 11/13/21,155
GRAYS HARBOR, 11/13/21,67
ISLAND, 11/13/21,25
JEFFERSON, 11/13/21,11
KING, 11/13/21,893
KITSAP, 11/13/21,110
KITTITAS, 11/13/21,35
KLICKITAT, 11/13/21,16
LEWIS, 11/13/21,79
LINCOLN, 11/13/21,4
MASON, 11/13/21,27
OKANOGAN, 11/13/21,46
PACIFIC, 11/13/21,9
PEND OREILLE, 11/13/21,10
PIERCE, 11/13/21,663
SAN JUAN, 11/13/21,11
SKAGIT, 11/13/21,118
SKAMANIA, 11/13/21,7
SNOHOMISH, 11/13/21,468
SPOKANE, 11/13/21,329
STEVENS, 11/13/21,54
THURSTON, 11/13/21,188
WAHKIAKUM, 11/13/21,1
WALLA WALLA, 11/13/21,30
WHATCOM, 11/13/21,154
WHITMAN, 11/13/21,9
YAKIMA, 11/13/21,433
ADAMS, 11/20/21,36
ASOTIN, 11/20/21,12
BENTON, 11/20/21,218
CHELAN, 11/20/21,83
CLALLAM, 11/20/21,89
CLARK, 11/20/21,187
COLUMBIA, 11/20/21,0
COWLITZ, 11/20/21,83
DOUGLAS, 11/20/21,40
FERRY, 11/20/21,8
FRANKLIN, 11/20/21,139
GARFIELD, 11/20/21,1
GRANT, 11/20/21,165
GRAYS HARBOR, 11/20/21,69
ISLAND, 11/20/21,37
JEFFERSON, 11/20/21,8
KING, 11/20/21,967
KITSAP, 11/20/21,115
KITTITAS, 11/20/21,43
KLICKITAT, 11/20/21,21
LEWIS, 11/20/21,83
LINCOLN, 11/20/21,12
MASON, 11/20/21,37
OKANOGAN, 11/20/21,45
PACIFIC, 11/20/21,10
PEND OREILLE, 11/20/21,18
PIERCE, 11/20/21,625
SAN JUAN, 11/20/21,10
SKAGIT, 11/20/21,121
SKAMANIA, 11/20/21,7
SNOHOMISH, 11/20/21,501
SPOKANE, 11/20/21,355
STEVENS, 11/20/21,43
THURSTON, 11/20/21,174
WAHKIAKUM, 11/20/21,0
WALLA WALLA, 11/20/21,46
WHATCOM, 11/20/21,181
WHITMAN, 11/20/21,15
YAKIMA, 11/20/21,582
ADAMS, 11/27/21,53
ASOTIN, 11/27/21,6
BENTON, 11/27/21,232
CHELAN, 11/27/21,85
CLALLAM, 11/27/21,59
CLARK, 11/27/21,165
COLUMBIA, 11/27/21,3
COWLITZ, 11/27/21,75
DOUGLAS, 11/27/21,46
FERRY, 11/27/21,6
FRANKLIN, 11/27/21,132
GARFIELD, 11/27/21,0
GRANT, 11/27/21,120
GRAYS HARBOR, 11/27/21,60
ISLAND, 11/27/21,29
JEFFERSON, 11/27/21,14
KING, 11/27/21,775
KITSAP, 11/27/21,93
KITTITAS, 11/27/21,22
KLICKITAT, 11/27/21,18
LEWIS, 11/27/21,63
LINCOLN, 11/27/21,11
MASON, 11/27/21,25
OKANOGAN, 11/27/21,28
PACIFIC, 11/27/21,12
PEND OREILLE, 11/27/21,8
PIERCE, 11/27/21,552
SAN JUAN, 11/27/21,4
SKAGIT, 11/27/21,106
SKAMANIA, 11/27/21,14
SNOHOMISH, 11/27/21,411
SPOKANE, 11/27/21,460
STEVENS, 11/27/21,43
THURSTON, 11/27/21,145
WAHKIAKUM, 11/27/21,5
WALLA WALLA, 11/27/21,38
WHATCOM, 11/27/21,133
WHITMAN, 11/27/21,7
YAKIMA, 11/27/21,457
ADAMS, 12/04/21,91
ASOTIN, 12/04/21,8
BENTON, 12/04/21,319
CHELAN, 12/04/21,80
CLALLAM, 12/04/21,53
CLARK, 12/04/21,248
COLUMBIA, 12/04/21,3
COWLITZ, 12/04/21,97
DOUGLAS, 12/04/21,50
FERRY, 12/04/21,3
FRANKLIN, 12/04/21,162
GARFIELD, 12/04/21,2
GRANT, 12/04/21,149
GRAYS HARBOR, 12/04/21,77
ISLAND, 12/04/21,33
JEFFERSON, 12/04/21,17
KING, 12/04/21,1137
KITSAP, 12/04/21,154
KITTITAS, 12/04/21,53
KLICKITAT, 12/04/21,29
LEWIS, 12/04/21,95
LINCOLN, 12/04/21,9
MASON, 12/04/21,64
OKANOGAN, 12/04/21,67
PACIFIC, 12/04/21,14
PEND OREILLE, 12/04/21,14
PIERCE, 12/04/21,874
SAN JUAN, 12/04/21,11
SKAGIT, 12/04/21,140
SKAMANIA, 12/04/21,9
SNOHOMISH, 12/04/21,592
SPOKANE, 12/04/21,549
STEVENS, 12/04/21,68
THURSTON, 12/04/21,226
WAHKIAKUM, 12/04/21,0
WALLA WALLA, 12/04/21,35
WHATCOM, 12/04/21,211
WHITMAN, 12/04/21,11
YAKIMA, 12/04/21,506
ADAMS, 12/11/21,59
ASOTIN, 12/11/21,12
BENTON, 12/11/21,214
CHELAN, 12/11/21,64
CLALLAM, 12/11/21,41
CLARK, 12/11/21,205
COLUMBIA, 12/11/21,4
COWLITZ, 12/11/21,85
DOUGLAS, 12/11/21,49
FERRY, 12/11/21,9
FRANKLIN, 12/11/21,102
GARFIELD, 12/11/21,1
GRANT, 12/11/21,138
GRAYS HARBOR, 12/11/21,50
ISLAND, 12/11/21,25
JEFFERSON, 12/11/21,15
KING, 12/11/21,972
KITSAP, 12/11/21,107
KITTITAS, 12/11/21,61
KLICKITAT, 12/11/21,20
LEWIS, 12/11/21,45
LINCOLN, 12/11/21,7
MASON, 12/11/21,39
OKANOGAN, 12/11/21,41
PACIFIC, 12/11/21,9
PEND OREILLE, 12/11/21,8
PIERCE, 12/11/21,662
SAN JUAN, 12/11/21,5
SKAGIT, 12/11/21,107
SKAMANIA, 12/11/21,8
SNOHOMISH, 12/11/21,519
SPOKANE, 12/11/21,457
STEVENS, 12/11/21,48
THURSTON, 12/11/21,163
WAHKIAKUM, 12/11/21,1
WALLA WALLA, 12/11/21,38
WHATCOM, 12/11/21,140
WHITMAN, 12/11/21,12
YAKIMA, 12/11/21,325
ADAMS, 12/18/21,36
ASOTIN, 12/18/21,8
BENTON, 12/18/21,227
CHELAN, 12/18/21,115
CLALLAM, 12/18/21,49
CLARK, 12/18/21,183
COLUMBIA, 12/18/21,3
COWLITZ, 12/18/21,92
DOUGLAS, 12/18/21,61
FERRY, 12/18/21,6
FRANKLIN, 12/18/21,122
GARFIELD, 12/18/21,1
GRANT, 12/18/21,141
GRAYS HARBOR, 12/18/21,77
ISLAND, 12/18/21,23
JEFFERSON, 12/18/21,15
KING, 12/18/21,1045
KITSAP, 12/18/21,131
KITTITAS, 12/18/21,46
KLICKITAT, 12/18/21,13
LEWIS, 12/18/21,68
LINCOLN, 12/18/21,11
MASON, 12/18/21,58
OKANOGAN, 12/18/21,58
PACIFIC, 12/18/21,9
PEND OREILLE, 12/18/21,10
PIERCE, 12/18/21,840
SAN JUAN, 12/18/21,6
SKAGIT, 12/18/21,108
SKAMANIA, 12/18/21,7
SNOHOMISH, 12/18/21,610
SPOKANE, 12/18/21,484
STEVENS, 12/18/21,43
THURSTON, 12/18/21,216
WAHKIAKUM, 12/18/21,0
WALLA WALLA, 12/18/21,35
WHATCOM, 12/18/21,169
WHITMAN, 12/18/21,9
YAKIMA, 12/18/21,463
ADAMS, 12/25/21,35
ASOTIN, 12/25/21,6
BENTON, 12/25/21,332
CHELAN, 12/25/21,160
CLALLAM, 12/25/21,53
CLARK, 12/25/21,302
COLUMBIA, 12/25/21,4
COWLITZ, 12/25/21,100
DOUGLAS, 12/25/21,87
FERRY, 12/25/21,7
FRANKLIN, 12/25/21,164
GARFIELD, 12/25/21,0
GRANT, 12/25/21,175
GRAYS HARBOR, 12/25/21,89
ISLAND, 12/25/21,35
JEFFERSON, 12/25/21,26
KING, 12/25/21,1127
KITSAP, 12/25/21,111
KITTITAS, 12/25/21,61
KLICKITAT, 12/25/21,22
LEWIS, 12/25/21,95
LINCOLN, 12/25/21,6
MASON, 12/25/21,52
OKANOGAN, 12/25/21,80
PACIFIC, 12/25/21,9
PEND OREILLE, 12/25/21,15
PIERCE, 12/25/21,833
SAN JUAN, 12/25/21,5
SKAGIT, 12/25/21,129
SKAMANIA, 12/25/21,9
SNOHOMISH, 12/25/21,653
SPOKANE, 12/25/21,539
STEVENS, 12/25/21,81
THURSTON, 12/25/21,219
WAHKIAKUM, 12/25/21,4
WALLA WALLA, 12/25/21,100
WHATCOM, 12/25/21,169
WHITMAN, 12/25/21,7
YAKIMA, 12/25/21,726
ADAMS, 01/01/22,39
ASOTIN, 01/01/22,13
BENTON, 01/01/22,485
CHELAN, 01/01/22,170
CLALLAM, 01/01/22,151
CLARK, 01/01/22,454
COLUMBIA, 01/01/22,5
COWLITZ, 01/01/22,182
DOUGLAS, 01/01/22,106
FERRY, 01/01/22,9
FRANKLIN, 01/01/22,241
GARFIELD, 01/01/22,3
GRANT, 01/01/22,197
GRAYS HARBOR, 01/01/22,225
ISLAND, 01/01/22,76
JEFFERSON, 01/01/22,38
KING, 01/01/22,1754
KITSAP, 01/01/22,246
KITTITAS, 01/01/22,83
KLICKITAT, 01/01/22,35
LEWIS, 01/01/22,222
LINCOLN, 01/01/22,16
MASON, 01/01/22,114
OKANOGAN, 01/01/22,86
PACIFIC, 01/01/22,48
PEND OREILLE, 01/01/22,19
PIERCE, 01/01/22,1712
SAN JUAN, 01/01/22,18
SKAGIT, 01/01/22,324
SKAMANIA, 01/01/22,22
SNOHOMISH, 01/01/22,1277
SPOKANE, 01/01/22,666
STEVENS, 01/01/22,94
THURSTON, 01/01/22,442
WAHKIAKUM, 01/01/22,5
WALLA WALLA, 01/01/22,97
WHATCOM, 01/01/22,394
WHITMAN, 01/01/22,12
YAKIMA, 01/01/22,938
ADAMS, 01/08/22,30
ASOTIN, 01/08/22,8
BENTON, 01/08/22,355
CHELAN, 01/08/22,164
CLALLAM, 01/08/22,144
CLARK, 01/08/22,425
COLUMBIA, 01/08/22,5
COWLITZ, 01/08/22,205
DOUGLAS, 01/08/22,90
FERRY, 01/08/22,6
FRANKLIN, 01/08/22,177
GARFIELD, 01/08/22,0
GRANT, 01/08/22,184
GRAYS HARBOR, 01/08/22,184
ISLAND, 01/08/22,90
JEFFERSON, 01/08/22,46
KING, 01/08/22,2069
KITSAP, 01/08/22,280
KITTITAS, 01/08/22,85
KLICKITAT, 01/08/22,40
LEWIS, 01/08/22,224
LINCOLN, 01/08/22,21
MASON, 01/08/22,132
OKANOGAN, 01/08/22,69
PACIFIC, 01/08/22,28
PEND OREILLE, 01/08/22,18
PIERCE, 01/08/22,1785
SAN JUAN, 01/08/22,23
SKAGIT, 01/08/22,298
SKAMANIA, 01/08/22,22
SNOHOMISH, 01/08/22,1327
SPOKANE, 01/08/22,604
STEVENS, 01/08/22,86
THURSTON, 01/08/22,495
WAHKIAKUM, 01/08/22,9
WALLA WALLA, 01/08/22,70
WHATCOM, 01/08/22,424
WHITMAN, 01/08/22,11
YAKIMA, 01/08/22,522
ADAMS, 01/15/22,15
ASOTIN, 01/15/22,8
BENTON, 01/15/22,219
CHELAN, 01/15/22,91
CLALLAM, 01/15/22,45
CLARK, 01/15/22,212
COLUMBIA, 01/15/22,2
COWLITZ, 01/15/22,77
DOUGLAS, 01/15/22,39
FERRY, 01/15/22,6
FRANKLIN, 01/15/22,98
GARFIELD, 01/15/22,2
GRANT, 01/15/22,81
GRAYS HARBOR, 01/15/22,67
ISLAND, 01/15/22,38
JEFFERSON, 01/15/22,9
KING, 01/15/22,1183
KITSAP, 01/15/22,105
KITTITAS, 01/15/22,33
KLICKITAT, 01/15/22,12
LEWIS, 01/15/22,70
LINCOLN, 01/15/22,7
MASON, 01/15/22,48
OKANOGAN, 01/15/22,30
PACIFIC, 01/15/22,20
PEND OREILLE, 01/15/22,6
PIERCE, 01/15/22,725
SAN JUAN, 01/15/22,6
SKAGIT, 01/15/22,99
SKAMANIA, 01/15/22,8
SNOHOMISH, 01/15/22,537
SPOKANE, 01/15/22,379
STEVENS, 01/15/22,21
THURSTON, 01/15/22,207
WAHKIAKUM, 01/15/22,2
WALLA WALLA, 01/15/22,44
WHATCOM, 01/15/22,167
WHITMAN, 01/15/22,8
YAKIMA, 01/15/22,309
ADAMS, 01/22/22,10
ASOTIN, 01/22/22,6
BENTON, 01/22/22,150
CHELAN, 01/22/22,79
CLALLAM, 01/22/22,36
CLARK, 01/22/22,217
COLUMBIA, 01/22/22,8
COWLITZ, 01/22/22,87
DOUGLAS, 01/22/22,26
FERRY, 01/22/22,5
FRANKLIN, 01/22/22,75
GARFIELD, 01/22/22,1
GRANT, 01/22/22,56
GRAYS HARBOR, 01/22/22,62
ISLAND, 01/22/22,20
JEFFERSON, 01/22/22,6
KING, 01/22/22,1013
KITSAP, 01/22/22,101
KITTITAS, 01/22/22,36
KLICKITAT, 01/22/22,10
LEWIS, 01/22/22,64
LINCOLN, 01/22/22,6
MASON, 01/22/22,44
OKANOGAN, 01/22/22,42
PACIFIC, 01/22/22,16
PEND OREILLE, 01/22/22,6
PIERCE, 01/22/22,687
SAN JUAN, 01/22/22,7
SKAGIT, 01/22/22,110
SKAMANIA, 01/22/22,1
SNOHOMISH, 01/22/22,531
SPOKANE, 01/22/22,328
STEVENS, 01/22/22,33
THURSTON, 01/22/22,177
WAHKIAKUM, 01/22/22,0
WALLA WALLA, 01/22/22,31
WHATCOM, 01/22/22,152
WHITMAN, 01/22/22,13
YAKIMA, 01/22/22,254
ADAMS, 01/29/22,12
ASOTIN, 01/29/22,6
BENTON, 01/29/22,153
CHELAN, 01/29/22,92
CLALLAM, 01/29/22,35
CLARK, 01/29/22,202
COLUMBIA, 01/29/22,1
COWLITZ, 01/29/22,86
DOUGLAS, 01/29/22,47
FERRY, 01/29/22,4
FRANKLIN, 01/29/22,74
GARFIELD, 01/29/22,1
GRANT, 01/29/22,69
GRAYS HARBOR, 01/29/22,49
ISLAND, 01/29/22,27
JEFFERSON, 01/29/22,16
KING, 01/29/22,1047
KITSAP, 01/29/22,127
KITTITAS, 01/29/22,36
KLICKITAT, 01/29/22,11
LEWIS, 01/29/22,66
LINCOLN, 01/29/22,2
MASON, 01/29/22,36
OKANOGAN, 01/29/22,33
PACIFIC, 01/29/22,12
PEND OREILLE, 01/29/22,9
PIERCE, 01/29/22,633
SAN JUAN, 01/29/22,5
SKAGIT, 01/29/22,98
SKAMANIA, 01/29/22,9
SNOHOMISH, 01/29/22,561
SPOKANE, 01/29/22,337
STEVENS, 01/29/22,32
THURSTON, 01/29/22,181
WAHKIAKUM, 01/29/22,2
WALLA WALLA, 01/29/22,30
WHATCOM, 01/29/22,124
WHITMAN, 01/29/22,9
YAKIMA, 01/29/22,263
ADAMS, 02/05/22,8
ASOTIN, 02/05/22,9
BENTON, 02/05/22,159
CHELAN, 02/05/22,77
CLALLAM, 02/05/22,48
CLARK, 02/05/22,225
COLUMBIA, 02/05/22,3
COWLITZ, 02/05/22,91
DOUGLAS, 02/05/22,32
FERRY, 02/05/22,4
FRANKLIN, 02/05/22,78
GARFIELD, 02/05/22,2
GRANT, 02/05/22,55
GRAYS HARBOR, 02/05/22,56
ISLAND, 02/05/22,26
JEFFERSON, 02/05/22,18
KING, 02/05/22,1029
KITSAP, 02/05/22,106
KITTITAS, 02/05/22,45
KLICKITAT, 02/05/22,18
LEWIS, 02/05/22,68
LINCOLN, 02/05/22,4
MASON, 02/05/22,41
OKANOGAN, 02/05/22,37
PACIFIC, 02/05/22,8
PEND OREILLE, 02/05/22,12
PIERCE, 02/05/22,696
SAN JUAN, 02/05/22,2
SKAGIT, 02/05/22,106
SKAMANIA, 02/05/22,8
SNOHOMISH, 02/05/22,523
SPOKANE, 02/05/22,314
STEVENS, 02/05/22,32
THURSTON, 02/05/22,186
WAHKIAKUM, 02/05/22,1
WALLA WALLA, 02/05/22,31
WHATCOM, 02/05/22,157
WHITMAN, 02/05/22,10
YAKIMA, 02/05/22,260
ADAMS, 02/12/22,17
ASOTIN, 02/12/22,3
BENTON, 02/12/22,150
CHELAN, 02/12/22,51
CLALLAM, 02/12/22,42
CLARK, 02/12/22,217
COLUMBIA, 02/12/22,1
COWLITZ, 02/12/22,78
DOUGLAS, 02/12/22,29
FERRY, 02/12/22,4
FRANKLIN, 02/12/22,74
GARFIELD, 02/12/22,0
GRANT, 02/12/22,60
GRAYS HARBOR, 02/12/22,63
ISLAND, 02/12/22,37
JEFFERSON, 02/12/22,13
KING, 02/12/22,992
KITSAP, 02/12/22,104
KITTITAS, 02/12/22,23
KLICKITAT, 02/12/22,13
LEWIS, 02/12/22,53
LINCOLN, 02/12/22,8
MASON, 02/12/22,32
OKANOGAN, 02/12/22,24
PACIFIC, 02/12/22,9
PEND OREILLE, 02/12/22,6
PIERCE, 02/12/22,693
SAN JUAN, 02/12/22,3
SKAGIT, 02/12/22,90
SKAMANIA, 02/12/22,16
SNOHOMISH, 02/12/22,517
SPOKANE, 02/12/22,317
STEVENS, 02/12/22,29
THURSTON, 02/12/22,188
WAHKIAKUM, 02/12/22,0
WALLA WALLA, 02/12/22,11
WHATCOM, 02/12/22,123
WHITMAN, 02/12/22,7
YAKIMA, 02/12/22,260
ADAMS, 02/19/22,5
ASOTIN, 02/19/22,6
BENTON, 02/19/22,124
CHELAN, 02/19/22,45
CLALLAM, 02/19/22,42
CLARK, 02/19/22,196
COLUMBIA, 02/19/22,2
COWLITZ, 02/19/22,73
DOUGLAS, 02/19/22,29
FERRY, 02/19/22,9
FRANKLIN, 02/19/22,50
GARFIELD, 02/19/22,1
GRANT, 02/19/22,61
GRAYS HARBOR, 02/19/22,61
ISLAND, 02/19/22,25
JEFFERSON, 02/19/22,7
KING, 02/19/22,1039
KITSAP, 02/19/22,86
KITTITAS, 02/19/22,18
KLICKITAT, 02/19/22,13
LEWIS, 02/19/22,50
LINCOLN, 02/19/22,2
MASON, 02/19/22,38
OKANOGAN, 02/19/22,23
PACIFIC, 02/19/22,5
PEND OREILLE, 02/19/22,6
PIERCE, 02/19/22,663
SAN JUAN, 02/19/22,1
SKAGIT, 02/19/22,81
SKAMANIA, 02/19/22,7
SNOHOMISH, 02/19/22,461
SPOKANE, 02/19/22,248
STEVENS, 02/19/22,27
THURSTON, 02/19/22,186
WAHKIAKUM, 02/19/22,2
WALLA WALLA, 02/19/22,21
WHATCOM, 02/19/22,125
WHITMAN, 02/19/22,8
YAKIMA, 02/19/22,234
ADAMS, 02/26/22,3
ASOTIN, 02/26/22,6
BENTON, 02/26/22,155
CHELAN, 02/26/22,56
CLALLAM, 02/26/22,28
CLARK, 02/26/22,181
COLUMBIA, 02/26/22,2
COWLITZ, 02/26/22,70
DOUGLAS, 02/26/22,25
FERRY, 02/26/22,4
FRANKLIN, 02/26/22,64
GARFIELD, 02/26/22,2
GRANT, 02/26/22,59
GRAYS HARBOR, 02/26/22,79
ISLAND, 02/26/22,22
JEFFERSON, 02/26/22,13
KING, 02/26/22,916
KITSAP, 02/26/22,95
KITTITAS, 02/26/22,21
KLICKITAT, 02/26/22,7
LEWIS, 02/26/22,62
LINCOLN, 02/26/22,4
MASON, 02/26/22,38
OKANOGAN, 02/26/22,32
PACIFIC, 02/26/22,20
PEND OREILLE, 02/26/22,8
PIERCE, 02/26/22,613
SAN JUAN, 02/26/22,1
SKAGIT, 02/26/22,125
SKAMANIA, 02/26/22,6
SNOHOMISH, 02/26/22,490
SPOKANE, 02/26/22,244
STEVENS, 02/26/22,25
THURSTON, 02/26/22,177
WAHKIAKUM, 02/26/22,1
WALLA WALLA, 02/26/22,23
WHATCOM, 02/26/22,122
WHITMAN, 02/26/22,5
YAKIMA, 02/26/22,240
ADAMS, 03/05/22,9
ASOTIN, 03/05/22,7
BENTON, 03/05/22,178
CHELAN, 03/05/22,64
CLALLAM, 03/05/22,44
CLARK, 03/05/22,195
COLUMBIA, 03/05/22,7
COWLITZ, 03/05/22,80
DOUGLAS, 03/05/22,44
FERRY, 03/05/22,5
FRANKLIN, 03/05/22,144
GARFIELD, 03/05/22,2
GRANT, 03/05/22,70
GRAYS HARBOR, 03/05/22,77
ISLAND, 03/05/22,34
JEFFERSON, 03/05/22,14
KING, 03/05/22,1067
KITSAP, 03/05/22,119
KITTITAS, 03/05/22,30
KLICKITAT, 03/05/22,11
LEWIS, 03/05/22,85
LINCOLN, 03/05/22,7
MASON, 03/05/22,44
OKANOGAN, 03/05/22,38
PACIFIC, 03/05/22,7
PEND OREILLE, 03/05/22,18
PIERCE, 03/05/22,691
SAN JUAN, 03/05/22,2
SKAGIT, 03/05/22,113
SKAMANIA, 03/05/22,10
SNOHOMISH, 03/05/22,603
SPOKANE, 03/05/22,303
STEVENS, 03/05/22,62
THURSTON, 03/05/22,175
WAHKIAKUM, 03/05/22,3
WALLA WALLA, 03/05/22,37
WHATCOM, 03/05/22,142
WHITMAN, 03/05/22,6
YAKIMA, 03/05/22,297
ADAMS, 03/12/22,8
ASOTIN, 03/12/22,5
BENTON, 03/12/22,129
CHELAN, 03/12/22,75
CLALLAM, 03/12/22,24
CLARK, 03/12/22,199
COLUMBIA, 03/12/22,5
COWLITZ, 03/12/22,57
DOUGLAS, 03/12/22,25
FERRY, 03/12/22,3
FRANKLIN, 03/12/22,84
GARFIELD, 03/12/22,2
GRANT, 03/12/22,48
GRAYS HARBOR, 03/12/22,55
ISLAND, 03/12/22,22
JEFFERSON, 03/12/22,16
KING, 03/12/22,941
KITSAP, 03/12/22,107
KITTITAS, 03/12/22,19
KLICKITAT, 03/12/22,5
LEWIS, 03/12/22,50
LINCOLN, 03/12/22,4
MASON, 03/12/22,41
OKANOGAN, 03/12/22,30
PACIFIC, 03/12/22,7
PEND OREILLE, 03/12/22,6
PIERCE, 03/12/22,600
SAN JUAN, 03/12/22,2
SKAGIT, 03/12/22,74
SKAMANIA, 03/12/22,12
SNOHOMISH, 03/12/22,469
SPOKANE, 03/12/22,262
STEVENS, 03/12/22,41
THURSTON, 03/12/22,191
WAHKIAKUM, 03/12/22,0
WALLA WALLA, 03/12/22,23
WHATCOM, 03/12/22,89
WHITMAN, 03/12/22,4
YAKIMA, 03/12/22,175
ADAMS, 03/19/22,8
ASOTIN, 03/19/22,4
BENTON, 03/19/22,121
CHELAN, 03/19/22,39
CLALLAM, 03/19/22,19
CLARK, 03/19/22,164
COLUMBIA, 03/19/22,2
COWLITZ, 03/19/22,72
DOUGLAS, 03/19/22,33
FERRY, 03/19/22,7
FRANKLIN, 03/19/22,55
GARFIELD, 03/19/22,1
GRANT, 03/19/22,38
GRAYS HARBOR, 03/19/22,45
ISLAND, 03/19/22,17
JEFFERSON, 03/19/22,16
KING, 03/19/22,927
KITSAP, 03/19/22,101
KITTITAS, 03/19/22,17
KLICKITAT, 03/19/22,12
LEWIS, 03/19/22,42
LINCOLN, 03/19/22,7
MASON, 03/19/22,31
OKANOGAN, 03/19/22,29
PACIFIC, 03/19/22,6
PEND OREILLE, 03/19/22,9
PIERCE, 03/19/22,531
SAN JUAN, 03/19/22,4
SKAGIT, 03/19/22,75
SKAMANIA, 03/19/22,4
SNOHOMISH, 03/19/22,412
SPOKANE, 03/19/22,225
STEVENS, 03/19/22,28
THURSTON, 03/19/22,146
WAHKIAKUM, 03/19/22,2
WALLA WALLA, 03/19/22,22
WHATCOM, 03/19/22,108
WHITMAN, 03/19/22,4
YAKIMA, 03/19/22,193
ADAMS, 03/26/22,11
ASOTIN, 03/26/22,2
BENTON, 03/26/22,115
CHELAN, 03/26/22,66
CLALLAM, 03/26/22,27
CLARK, 03/26/22,158
COLUMBIA, 03/26/22,1
COWLITZ, 03/26/22,52
DOUGLAS, 03/26/22,31
FERRY, 03/26/22,3
FRANKLIN, 03/26/22,75
GARFIELD, 03/26/22,0
GRANT, 03/26/22,46
GRAYS HARBOR, 03/26/22,50
ISLAND, 03/26/22,24
JEFFERSON, 03/26/22,13
KING, 03/26/22,869
KITSAP, 03/26/22,86
KITTITAS, 03/26/22,14
KLICKITAT, 03/26/22,8
LEWIS, 03/26/22,52
LINCOLN, 03/26/22,2
MASON, 03/26/22,35
OKANOGAN, 03/26/22,37
PACIFIC, 03/26/22,15
PEND OREILLE, 03/26/22,7
PIERCE, 03/26/22,585
SAN JUAN, 03/26/22,5
SKAGIT, 03/26/22,68
SKAMANIA, 03/26/22,4
SNOHOMISH, 03/26/22,483
SPOKANE, 03/26/22,240
STEVENS, 03/26/22,32
THURSTON, 03/26/22,139
WAHKIAKUM, 03/26/22,0
WALLA WALLA, 03/26/22,26
WHATCOM, 03/26/22,111
WHITMAN, 03/26/22,4
YAKIMA, 03/26/22,323
ADAMS, 04/02/22,4
ASOTIN, 04/02/22,2
BENTON, 04/02/22,183
CHELAN, 04/02/22,46
CLALLAM, 04/02/22,30
CLARK, 04/02/22,167
COLUMBIA, 04/02/22,5
COWLITZ, 04/02/22,56
DOUGLAS, 04/02/22,28
FERRY, 04/02/22,7
FRANKLIN, 04/02/22,90
GARFIELD, 04/02/22,0
GRANT, 04/02/22,60
GRAYS HARBOR, 04/02/22,52
ISLAND, 04/02/22,18
JEFFERSON, 04/02/22,8
KING, 04/02/22,862
KITSAP, 04/02/22,76
KITTITAS, 04/02/22,25
KLICKITAT, 04/02/22,4
LEWIS, 04/02/22,68
LINCOLN, 04/02/22,2
MASON, 04/02/22,32
OKANOGAN, 04/02/22,25
PACIFIC, 04/02/22,5
PEND OREILLE, 04/02/22,8
PIERCE, 04/02/22,552
SAN JUAN, 04/02/22,3
SKAGIT, 04/02/22,72
SKAMANIA, 04/02/22,1
SNOHOMISH, 04/02/22,439
SPOKANE, 04/02/22,209
STEVENS, 04/02/22,19
THURSTON, 04/02/22,154
WAHKIAKUM, 04/02/22,2
WALLA WALLA, 04/02/22,22
WHATCOM, 04/02/22,75
WHITMAN, 04/02/22,6
YAKIMA, 04/02/22,274
ADAMS, 04/09/22,5
ASOTIN, 04/09/22,5
BENTON, 04/09/22,169
CHELAN, 04/09/22,86
CLALLAM, 04/09/22,34
CLARK, 04/09/22,244
COLUMBIA, 04/09/22,8
COWLITZ, 04/09/22,76
DOUGLAS, 04/09/22,57
FERRY, 04/09/22,5
FRANKLIN, 04/09/22,90
GARFIELD, 04/09/22,2
GRANT, 04/09/22,57
GRAYS HARBOR, 04/09/22,57
ISLAND, 04/09/22,37
JEFFERSON, 04/09/22,14
KING, 04/09/22,884
KITSAP, 04/09/22,111
KITTITAS, 04/09/22,28
KLICKITAT, 04/09/22,8
LEWIS, 04/09/22,61
LINCOLN, 04/09/22,1
MASON, 04/09/22,39
OKANOGAN, 04/09/22,46
PACIFIC, 04/09/22,17
PEND OREILLE, 04/09/22,5
PIERCE, 04/09/22,587
SAN JUAN, 04/09/22,5
SKAGIT, 04/09/22,86
SKAMANIA, 04/09/22,9
SNOHOMISH, 04/09/22,420
SPOKANE, 04/09/22,259
STEVENS, 04/09/22,36
THURSTON, 04/09/22,154
WAHKIAKUM, 04/09/22,2
WALLA WALLA, 04/09/22,19
WHATCOM, 04/09/22,110
WHITMAN, 04/09/22,4
YAKIMA, 04/09/22,428
ADAMS, 04/16/22,12
ASOTIN, 04/16/22,2
BENTON, 04/16/22,162
CHELAN, 04/16/22,97
CLALLAM, 04/16/22,26
CLARK, 04/16/22,232
COLUMBIA, 04/16/22,0
COWLITZ, 04/16/22,104
DOUGLAS, 04/16/22,27
