geography,variable,concept,date,estimate
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-06-01,8099
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-07-01,8011
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-08-01,8389
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-09-01,7885
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-10-01,8395
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-11-01,7981
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-12-01,8138
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-01-01,8318
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-02-01,7584
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-03-01,7832
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-04-01,7842
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-05-01,7843
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-06-01,7576
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-07-01,8270
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-08-01,7872
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-09-01,7589
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-10-01,8120
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-11-01,7386
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2008-12-01,7957
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-01-01,7862
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-02-01,7219
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-03-01,7893
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-04-01,7862
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-05-01,7701
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-06-01,7808
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-07-01,96974
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-08-01,211326
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-09-01,206131
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-10-01,214459
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-11-01,203124
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2009-12-01,224245
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-01-01,237675
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-02-01,214543
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-03-01,233454
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-04-01,229200
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-05-01,224801
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-06-01,229280
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-07-01,240228
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-08-01,242890
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-09-01,225639
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-10-01,205643
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-11-01,198083
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2010-12-01,210896
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-01-01,198192
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-02-01,175779
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-03-01,199009
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-04-01,202140
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-05-01,221112
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-06-01,220342
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-07-01,224143
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-08-01,228120
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-09-01,223263
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-10-01,225662
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-11-01,208385
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2011-12-01,205677
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-01-01,206498
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-02-01,196987
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-03-01,212573
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-04-01,208012
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-05-01,221718
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-06-01,222535
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-07-01,231085
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-08-01,230423
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-09-01,219418
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-10-01,228047
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-11-01,218566
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2012-12-01,232680
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-01-01,226137
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-02-01,209869
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-03-01,235883
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-04-01,222398
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-05-01,227769
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-06-01,220501
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-07-01,233124
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-08-01,235680
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-09-01,226213
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-10-01,230649
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-11-01,214950
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2013-12-01,235591
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-01-01,232081
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-02-01,215736
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-03-01,235631
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-04-01,231294
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-05-01,235682
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-06-01,228771
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-07-01,237699
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-08-01,234329
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-09-01,229834
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-10-01,237946
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-11-01,224492
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2014-12-01,229662
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-01-01,229040
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-02-01,206937
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-03-01,228591
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-04-01,224961
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-05-01,229036
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-06-01,222348
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-07-01,230846
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-08-01,230317
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-09-01,231364
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-10-01,259486
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-11-01,243453
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2015-12-01,258348
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-01-01,251211
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-02-01,259556
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-03-01,313580
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-04-01,314283
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-05-01,319709
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-06-01,326200
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-07-01,374370
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-08-01,382763
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-09-01,400954
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-10-01,417472
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-11-01,403435
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2016-12-01,426724
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-01-01,406438
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-02-01,369696
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-03-01,413291
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-04-01,407080
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-05-01,417013
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-06-01,451289
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-07-01,466242
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-08-01,468042
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-09-01,451750
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-10-01,468241
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-11-01,448203
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2017-12-01,462191
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-01-01,466058
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-02-01,421158
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-03-01,468267
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-04-01,453952
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-05-01,469298
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-06-01,454535
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-07-01,468250
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-08-01,473802
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-09-01,448509
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-10-01,462189
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-11-01,454212
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2018-12-01,465232
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-01-01,468951
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-02-01,421387
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-03-01,467111
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-04-01,459451
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-05-01,465687
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-06-01,448144
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-07-01,472347
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-08-01,472282
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-09-01,435197
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-10-01,443481
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-11-01,451594
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2019-12-01,480582
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-01-01,436592
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-02-01,411160
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-03-01,409172
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-04-01,251037
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-05-01,241078
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-06-01,309168
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-07-01,316850
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-08-01,307436
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-09-01,328920
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-10-01,394473
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-11-01,374377
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2020-12-01,373878
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-01-01,363758
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-02-01,334470
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-03-01,375477
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-04-01,344486
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-05-01,363463
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-06-01,423347
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-07-01,475388
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-08-01,476632
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-09-01,606699
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-10-01,764263
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-11-01,736678
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2021-12-01,729303
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-01-01,631829
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-02-01,643211
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-03-01,731146
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-04-01,682892
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-05-01,714757
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-06-01,692336
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-07-01,627220
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-08-01,606999
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-09-01,668320
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-10-01,679044
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-11-01,663321
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2022-12-01,699040
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2023-01-01,752648
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2023-02-01,681735
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2023-03-01,769972
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2023-04-01,682712
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-01-01,89388
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-02-01,80353
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-03-01,88216
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-04-01,86395
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-05-01,90450
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-06-01,89907
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-07-01,97548
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-08-01,97042
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-09-01,91823
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-10-01,89369
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-11-01,84743
Washington State Ferries,Ferry,Transit Revenue-Miles,2002-12-01,87518
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-01-01,87898
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-02-01,79539
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-03-01,87997
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-04-01,85958
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-05-01,89643
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-06-01,90391
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-07-01,97279
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-08-01,95974
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-09-01,88739
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-10-01,79772
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-11-01,75903
Washington State Ferries,Ferry,Transit Revenue-Miles,2003-12-01,78749
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-01-01,75353
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-02-01,70376
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-03-01,76972
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-04-01,76442
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-05-01,79555
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-06-01,81459
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-07-01,86636
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-08-01,86295
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-09-01,81530
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-10-01,79157
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-11-01,76566
Washington State Ferries,Ferry,Transit Revenue-Miles,2004-12-01,78477
Washington State Ferries,Ferry,Transit Revenue-Miles,2005-01-01,75487
