geography,variable,concept,date,estimate
Sound Transit,Bus,Transit Revenue-Miles,2019-09-01,954424
Sound Transit,Bus,Transit Revenue-Miles,2019-10-01,1051748
Sound Transit,Bus,Transit Revenue-Miles,2019-11-01,965190
Sound Transit,Bus,Transit Revenue-Miles,2019-12-01,1002895
Sound Transit,Bus,Transit Revenue-Miles,2020-01-01,1025705
Sound Transit,Bus,Transit Revenue-Miles,2020-02-01,949966
Sound Transit,Bus,Transit Revenue-Miles,2020-03-01,1000556
Sound Transit,Bus,Transit Revenue-Miles,2020-04-01,793967
Sound Transit,Bus,Transit Revenue-Miles,2020-05-01,807375
Sound Transit,Bus,Transit Revenue-Miles,2020-06-01,904224
Sound Transit,Bus,Transit Revenue-Miles,2020-07-01,954293
Sound Transit,Bus,Transit Revenue-Miles,2020-08-01,935010
Sound Transit,Bus,Transit Revenue-Miles,2020-09-01,895676
Sound Transit,Bus,Transit Revenue-Miles,2020-10-01,912897
Sound Transit,Bus,Transit Revenue-Miles,2020-11-01,856552
Sound Transit,Bus,Transit Revenue-Miles,2020-12-01,884843
Sound Transit,Bus,Transit Revenue-Miles,2021-01-01,860377
Sound Transit,Bus,Transit Revenue-Miles,2021-02-01,789207
Sound Transit,Bus,Transit Revenue-Miles,2021-03-01,915227
Sound Transit,Bus,Transit Revenue-Miles,2021-04-01,884953
Sound Transit,Bus,Transit Revenue-Miles,2021-05-01,865585
Sound Transit,Bus,Transit Revenue-Miles,2021-06-01,882977
Sound Transit,Bus,Transit Revenue-Miles,2021-07-01,879359
Sound Transit,Bus,Transit Revenue-Miles,2021-08-01,888358
Sound Transit,Bus,Transit Revenue-Miles,2021-09-01,848528
Sound Transit,Bus,Transit Revenue-Miles,2021-10-01,886342
Sound Transit,Bus,Transit Revenue-Miles,2021-11-01,849275
Sound Transit,Bus,Transit Revenue-Miles,2021-12-01,851764
Sound Transit,Bus,Transit Revenue-Miles,2022-01-01,847512
Sound Transit,Bus,Transit Revenue-Miles,2022-02-01,788222
Sound Transit,Bus,Transit Revenue-Miles,2022-03-01,870541
Sound Transit,Bus,Transit Revenue-Miles,2022-04-01,826490
Sound Transit,Bus,Transit Revenue-Miles,2022-05-01,835393
Sound Transit,Bus,Transit Revenue-Miles,2022-06-01,827392
Sound Transit,Bus,Transit Revenue-Miles,2022-07-01,808870
Sound Transit,Bus,Transit Revenue-Miles,2022-08-01,842402
Sound Transit,Bus,Transit Revenue-Miles,2022-09-01,798630
Sound Transit,Bus,Transit Revenue-Miles,2022-10-01,828280
Sound Transit,Bus,Transit Revenue-Miles,2022-11-01,805472
Sound Transit,Bus,Transit Revenue-Miles,2022-12-01,801425
Sound Transit,Bus,Transit Revenue-Miles,2023-01-01,828295
Sound Transit,Bus,Transit Revenue-Miles,2023-02-01,759197
Sound Transit,Bus,Transit Revenue-Miles,2023-03-01,850514
Sound Transit,Bus,Transit Revenue-Miles,2023-04-01,804420
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-01-01,22479
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-02-01,20436
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-03-01,21458
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-04-01,22637
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-05-01,22480
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-06-01,20436
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-07-01,22558
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-08-01,22558
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-09-01,21025
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-10-01,32540
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-11-01,28296
Sound Transit,Commuter Rail,Transit Revenue-Miles,2002-12-01,29710
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-01-01,31125
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-02-01,28296
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-03-01,29710
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-04-01,32225
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-05-01,31596
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-06-01,30810
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-07-01,32932
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-08-01,32657
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-09-01,33050
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-10-01,33679
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-11-01,31518
Sound Transit,Commuter Rail,Transit Revenue-Miles,2003-12-01,34702
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-01-01,34909
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-02-01,33768
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-03-01,38833
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-04-01,37223
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-05-01,33652
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-06-01,36299
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-07-01,35750
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-08-01,37439
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-09-01,36801
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-10-01,37396
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-11-01,37278
Sound Transit,Commuter Rail,Transit Revenue-Miles,2004-12-01,37210
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-01-01,37288
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-02-01,35340
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-03-01,41170
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-04-01,36827
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-05-01,38561
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-06-01,46122
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-07-01,42315
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-08-01,46618
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-09-01,46474
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-10-01,53333
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-11-01,51842
Sound Transit,Commuter Rail,Transit Revenue-Miles,2005-12-01,51842
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-01-01,50152
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-02-01,44674
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-03-01,52826
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-04-01,46469
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-05-01,53886
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-06-01,55137
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-07-01,50660
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-08-01,57007
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-09-01,52786
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-10-01,55510
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-11-01,51110
Sound Transit,Commuter Rail,Transit Revenue-Miles,2006-12-01,48591
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-01-01,54573
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-02-01,49905
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-03-01,55717
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-04-01,55451
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-05-01,57228
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-06-01,55933
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-07-01,59016
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-08-01,55128
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-09-01,60486
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-10-01,86290
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-11-01,74666
Sound Transit,Commuter Rail,Transit Revenue-Miles,2007-12-01,73189
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-01-01,80258
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-02-01,74502
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-03-01,75650
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-04-01,80919
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-05-01,78160
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-06-01,77920
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-07-01,80948
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-08-01,78578
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-09-01,92897
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-10-01,118046
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-11-01,98285
Sound Transit,Commuter Rail,Transit Revenue-Miles,2008-12-01,103269
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-01-01,98073
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-02-01,97939
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-03-01,110154
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-04-01,112790
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-05-01,95680
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-06-01,129130
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-07-01,130877
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-08-01,124246
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-09-01,128023
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-10-01,131666
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-11-01,114490
Sound Transit,Commuter Rail,Transit Revenue-Miles,2009-12-01,128783
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-01-01,115970
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-02-01,115177
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-03-01,131327
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-04-01,127227
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-05-01,121556
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-06-01,129469
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-07-01,123421
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-08-01,127990
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-09-01,127994
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-10-01,125446
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-11-01,125482
Sound Transit,Commuter Rail,Transit Revenue-Miles,2010-12-01,135933
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-01-01,123392
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-02-01,116002
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-03-01,127925
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-04-01,123489
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-05-01,123833
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-06-01,130498
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-07-01,118917
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-08-01,136236
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-09-01,126509
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-10-01,126304
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-11-01,121873
Sound Transit,Commuter Rail,Transit Revenue-Miles,2011-12-01,123445
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-01-01,113596
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-02-01,116353
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-03-01,125595
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-04-01,123628
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-05-01,128648
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-06-01,122734
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-07-01,124072
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-08-01,134657
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-09-01,117436
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-10-01,148185
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-11-01,133339
Sound Transit,Commuter Rail,Transit Revenue-Miles,2012-12-01,119515
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-01-01,134854
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-02-01,126183
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-03-01,130652
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-04-01,141576
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-05-01,141747
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-06-01,131286
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-07-01,143286
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-08-01,143300
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-09-01,148426
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-10-01,145553
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-11-01,126948
Sound Transit,Commuter Rail,Transit Revenue-Miles,2013-12-01,123036
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-01-01,134298
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-02-01,125948
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-03-01,127082
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-04-01,137712
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-05-01,134103
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-06-01,131876
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-07-01,139309
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-08-01,133818
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-09-01,139358
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-10-01,145859
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-11-01,118351
Sound Transit,Commuter Rail,Transit Revenue-Miles,2014-12-01,136088
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-01-01,149587
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-02-01,134764
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-03-01,149980
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-04-01,152725
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-05-01,142850
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-06-01,154442
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-07-01,154261
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-08-01,148406
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-09-01,151479
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-10-01,156062
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-11-01,136334
Sound Transit,Commuter Rail,Transit Revenue-Miles,2015-12-01,152363
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-01-01,136130
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-02-01,143677
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-03-01,155879
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-04-01,148750
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-05-01,150552
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-06-01,154784
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-07-01,142288
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-08-01,161128
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-09-01,156134
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-10-01,150996
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-11-01,144234
Sound Transit,Commuter Rail,Transit Revenue-Miles,2016-12-01,150189
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-01-01,150607
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-02-01,130952
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-03-01,161034
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-04-01,141023
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-05-01,160370
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-06-01,156665
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-07-01,145284
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-08-01,162666
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-09-01,153162
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-10-01,196903
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-11-01,181412
Sound Transit,Commuter Rail,Transit Revenue-Miles,2017-12-01,179582
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-01-01,190689
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-02-01,175430
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-03-01,191801
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-04-01,183518
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-05-01,194444
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-06-01,186254
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-07-01,187530
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-08-01,202709
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-09-01,169904
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-10-01,204279
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-11-01,176733
Sound Transit,Commuter Rail,Transit Revenue-Miles,2018-12-01,170041
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-01-01,191666
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-02-01,172684
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-03-01,184909
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-04-01,195933
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-05-01,193643
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-06-01,176497
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-07-01,193064
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-08-01,194004
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-09-01,186684
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-10-01,202174
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-11-01,175245
Sound Transit,Commuter Rail,Transit Revenue-Miles,2019-12-01,176224
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-01-01,189926
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-02-01,177469
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-03-01,170946
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-04-01,106514
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-05-01,93248
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-06-01,101964
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-07-01,101964
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-08-01,98244
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-09-01,108930
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-10-01,133708
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-11-01,118147
Sound Transit,Commuter Rail,Transit Revenue-Miles,2020-12-01,125677
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-01-01,118789
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-02-01,120649
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-03-01,139796
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-04-01,134087
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-05-01,122200
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-06-01,133811
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-07-01,127977
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-08-01,134420
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-09-01,138286
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-10-01,146670
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-11-01,137617
Sound Transit,Commuter Rail,Transit Revenue-Miles,2021-12-01,138072
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-01-01,139805
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-02-01,134181
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-03-01,162283
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-04-01,166407
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-05-01,165855
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-06-01,173541
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-07-01,155214
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-08-01,176359
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-09-01,141068
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-10-01,143247
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-11-01,136164
Sound Transit,Commuter Rail,Transit Revenue-Miles,2022-12-01,138435
Sound Transit,Commuter Rail,Transit Revenue-Miles,2023-01-01,138234
Sound Transit,Commuter Rail,Transit Revenue-Miles,2023-02-01,121328
Sound Transit,Commuter Rail,Transit Revenue-Miles,2023-03-01,144113
Sound Transit,Commuter Rail,Transit Revenue-Miles,2023-04-01,126411
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-01-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-02-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-03-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-04-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-05-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-06-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-07-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-08-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-09-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-10-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-11-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2002-12-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-01-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-02-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-03-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-04-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-05-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-06-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-07-01,0
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-08-01,2547
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-09-01,7766
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-10-01,8157
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-11-01,7760
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2003-12-01,8157
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-01-01,8052
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-02-01,7531
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-03-01,8203
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-04-01,7936
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-05-01,7966
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-06-01,8035
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-07-01,8210
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-08-01,8226
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-09-01,7971
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-10-01,8219
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-11-01,7946
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2004-12-01,8125
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-01-01,8117
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-02-01,7488
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-03-01,8350
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-04-01,8054
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-05-01,7982
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-06-01,8086
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-07-01,8133
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-08-01,8340
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-09-01,7936
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-10-01,8192
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-11-01,7990
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2005-12-01,8043
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-01-01,7971
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-02-01,7574
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-03-01,8443
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-04-01,7936
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-05-01,7626
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-06-01,8067
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-07-01,8010
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-08-01,8373
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-09-01,7866
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-10-01,8309
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-11-01,7933
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2006-12-01,8011
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-01-01,8171
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-02-01,7568
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-03-01,8387
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-04-01,7949
Sound Transit,"Light Rail, Streetcar & Monorail",Transit Revenue-Miles,2007-05-01,8142
